class1,duration,flowBytesPerSecond,flowPktsPerSecond,max_active,max_biat,max_fiat,max_flowiat,max_idle,mean_active,mean_biat,mean_fiat,mean_flowiat,mean_idle,min_active,min_biat,min_fiat,min_flowiat,min_idle,std_active,std_biat,std_fiat,std_flowiat,std_idle,total_biat,total_fiat
BROWSING,9337366.0,644.7214342889,2.4632214267,9135022.0,8667049.0,8714450.0,8666743.0,8666743.0,9135022.0,933736.6,832287.545454545,424425.727272727,8666743.0,9135022.0,2064.0,66.0,20.0,8666743.0,0.0,,,1841537.75966119,0.0,9337366.0,9155163.0
BROWSING,135951.0,25317.9454362233,198.6009665247,-1.0,27241.0,49037.0,28162.0,-1.0,0.0,7699.2142857143,12269.0909090909,5228.8846153846,0.0,-1.0,3.0,301.0,3.0,-1.0,0.0,,,9854.5756593652,0.0,107789.0,134960.0
BROWSING,47625.0,43086.6141732283,167.9790026247,-1.0,24492.0,25106.0,24492.0,-1.0,0.0,8485.0,15875.0,6803.5714285714,0.0,-1.0,3.0,242.0,3.0,-1.0,0.0,,,11298.1757872255,0.0,25455.0,47625.0
BROWSING,125937.0,56853.8237372655,190.5714762143,-1.0,26233.0,26773.0,26734.0,-1.0,0.0,9018.4545454546,9119.0,5475.5217391304,0.0,-1.0,9.0,10.0,3.0,-1.0,0.0,,,10255.5432699038,0.0,99203.0,100309.0
BROWSING,5916002.0,810.5135867094,3.2116283936,5866560.0,4800620.0,4848394.0,4751178.0,4751178.0,5866560.0,739500.25,636816.555555556,328666.777777778,4751178.0,5866560.0,21.0,28.0,7.0,4751178.0,0.0,,,1114447.74892564,0.0,5916002.0,5731349.0
BROWSING,263258.0,19129.5231294016,37.9855502967,-1.0,127439.0,87591.0,79996.0,-1.0,0.0,65429.6666666667,52651.6,29250.8888888889,0.0,-1.0,20899.0,299.0,12.0,-1.0,0.0,,,27340.1575431838,0.0,196289.0,263258.0
BROWSING,179285.0,21022.3945115319,156.1759210196,-1.0,67400.0,32480.0,65914.0,-1.0,0.0,12748.4166666667,8097.9285714286,6640.1851851852,0.0,-1.0,12.0,28.0,12.0,-1.0,0.0,,,15425.5767615323,0.0,152981.0,113371.0
BROWSING,130243.0,25867.0331610912,199.6268513471,-1.0,25799.0,49084.0,26434.0,-1.0,0.0,7985.3076923077,11822.1818181818,5209.72,0.0,-1.0,4.0,205.0,4.0,-1.0,0.0,,,9682.7407407029,0.0,103809.0,130044.0
BROWSING,14886062.0,296.3174545424,2.216838812,14776356.0,14409400.0,14408940.0,14408809.0,14408809.0,14800000.0,875622.941176471,1063201.64285714,465189.4375,14400000.0,14776356.0,2.0,102.0,2.0,14408809.0,0.0,,,2544724.13770293,0.0,14885590.0,14884823.0
BROWSING,6090385.0,1264.9446627758,2.9554781841,4385119.0,4385996.0,4319430.0,4319430.0,4319430.0,2872379.0,1003946.33333333,609038.5,358257.941176471,2746472.5,1359639.0,913.0,6.0,6.0,1173515.0,2139337.42434404,,,1059200.65620212,2224497.82953625,6023678.0,6090385.0
BROWSING,2987108.0,2439.4832727843,6.3606672407,2924768.0,2610621.0,2552273.0,2552273.0,2552273.0,2924768.0,487958.0,271555.272727273,165950.444444444,2552273.0,2924768.0,3975.0,10.0,10.0,2552273.0,0.0,,,596498.414881748,0.0,2927748.0,2987108.0
BROWSING,129991.0,25855.6361594264,207.7066873861,-1.0,25859.0,48522.0,26926.0,-1.0,0.0,7361.7857142857,11729.1818181818,4999.6538461539,0.0,-1.0,2.0,48.0,2.0,-1.0,0.0,,,9537.5467849644,0.0,103065.0,129021.0
BROWSING,202752.0,16123.1455176768,93.7105429293,-1.0,44816.0,44876.0,44816.0,-1.0,0.0,17600.2,25252.2857142857,11264.0,0.0,-1.0,30.0,1325.0,14.0,-1.0,0.0,,,14710.9475781494,0.0,176002.0,176766.0
BROWSING,295459.0,8332.797443977,33.845643558,-1.0,204268.0,152038.0,151970.0,-1.0,0.0,54054.6,76909.0,32828.7777777778,0.0,-1.0,34.0,1160.0,10.0,-1.0,0.0,,,51181.4143593106,0.0,270273.0,230727.0
BROWSING,1008382.0,4463.5862203014,17.8503781305,-1.0,500019.0,496233.0,496180.0,-1.0,0.0,144054.571428571,110840.666666667,59316.5882352941,0.0,-1.0,220.0,2.0,2.0,-1.0,0.0,,,124014.532801381,0.0,1008382.0,997566.0
BROWSING,14977441.0,269.5387015713,1.6024099177,14890519.0,14808877.0,14808692.0,14808563.0,14808563.0,14900000.0,1152081.30769231,1664149.44444444,651193.086956522,14800000.0,14890519.0,2.0,128.0,2.0,14808563.0,0.0,,,3086240.29741621,0.0,14977057.0,14977345.0
BROWSING,97450350.0,20.9645219335,0.0923547222,97450350.0,23041.0,97403573.0,97403573.0,97403573.0,97500000.0,7924.3333333333,24400000.0,12200000.0,97400000.0,97450350.0,3.0,134.0,3.0,97403573.0,0.0,,,34400000.0,0.0,23773.0,97450350.0
BROWSING,92935117.0,21.9830787968,0.0968417568,92935117.0,25074.0,92882915.0,92882915.0,92882915.0,92900000.0,8691.3333333333,23200000.0,11600000.0,92900000.0,92935117.0,3.0,581.0,3.0,92882915.0,0.0,,,32800000.0,0.0,26074.0,92935117.0
BROWSING,6268793.0,1345.2350396639,4.7856102443,4474976.0,3702988.0,3697923.0,3648262.0,3648262.0,2837878.0,513588.083333333,391799.5625,216165.275862069,2397158.0,1200780.0,352.0,35.0,14.0,1146054.0,2315206.19453365,,,698535.685038321,1769328.24473895,6163057.0,6268793.0
BROWSING,302070.0,8647.0023504486,33.1049094581,-1.0,196154.0,147236.0,144732.0,-1.0,0.0,53997.8,77132.6666666667,33563.3333333333,0.0,-1.0,64.0,547.0,17.0,-1.0,0.0,,,49349.7121863441,0.0,269989.0,231398.0
BROWSING,49596.0,40265.3439793532,161.3033309138,-1.0,23489.0,24563.0,24052.0,-1.0,0.0,8476.0,16532.0,7085.1428571429,0.0,-1.0,1.0,878.0,1.0,-1.0,0.0,,,11405.7578869705,0.0,25428.0,49596.0
BROWSING,5879022.0,940.9728352777,4.4225042873,5653588.0,5593885.0,5593922.0,5593792.0,5593792.0,5653588.0,527355.181818182,452232.461538462,235160.88,5593792.0,5653588.0,7.0,3.0,3.0,5593792.0,0.0,,,1116677.08098137,0.0,5800907.0,5879022.0
BROWSING,11998445.0,391.9674591166,2.0836033336,11832495.0,11832500.0,11832495.0,11832486.0,11832486.0,11800000.0,1083446.36363636,999870.416666667,499935.208333333,11800000.0,11832495.0,3.0,2.0,1.0,11832486.0,0.0,,,2413883.12016149,0.0,11917910.0,11998445.0
BROWSING,10044638.0,291.8970300373,0.7964448296,9962079.0,9752834.0,9804019.0,9752834.0,9752834.0,9962079.0,3348212.66666667,3330922.66666667,1434948.28571429,9752834.0,9962079.0,82559.0,37568.0,166.0,9752834.0,0.0,,,3668177.65565743,0.0,10044638.0,9992768.0
BROWSING,204962.0,24038.6022774953,39.0316253745,-1.0,70969.0,85527.0,49023.0,-1.0,0.0,59928.5,51240.5,29280.2857142857,0.0,-1.0,48888.0,21928.0,18.0,-1.0,0.0,,,22052.4984995222,0.0,119857.0,204962.0
BROWSING,208549.0,24018.3362183468,38.3602894284,-1.0,73845.0,86253.0,52141.0,-1.0,0.0,60854.5,52137.25,29792.7142857143,0.0,-1.0,47864.0,21686.0,18.0,-1.0,0.0,,,22475.4139688556,0.0,121709.0,208549.0
BROWSING,2781623.0,1684.2685007997,5.7520375694,2597111.0,2434457.0,2441896.0,2434344.0,2434344.0,2597111.0,342624.875,463593.833333333,185441.533333333,2434344.0,2597111.0,25.0,5.0,5.0,2434344.0,0.0,,,623894.081706911,0.0,2740999.0,2781563.0
BROWSING,13115038.0,365.2295936924,1.3724702894,12917065.0,12768833.0,12730055.0,12730027.0,12730027.0,12900000.0,1634805.875,1639376.125,771472.823529412,12700000.0,12917065.0,13.0,5.0,2.0,12730027.0,0.0,,,3081965.26088758,0.0,13078447.0,13115009.0
BROWSING,13082347.0,359.1098753152,1.2230221382,12916332.0,12765496.0,12724705.0,12724620.0,12724620.0,12900000.0,1635271.5,2178006.33333333,872156.466666667,12700000.0,12916332.0,37.0,6.0,6.0,12724620.0,0.0,,,3279215.58349555,0.0,13082172.0,13068038.0
BROWSING,13083837.0,358.0753872125,1.2228828592,12921781.0,12774180.0,12735428.0,12735369.0,12735369.0,12900000.0,1635473.625,2178754.5,872255.8,12700000.0,12921781.0,12.0,6.0,6.0,12735369.0,0.0,,,3282162.09859041,0.0,13083789.0,13072527.0
BROWSING,217711.0,16021.2391656829,101.0513938202,-1.0,76019.0,77298.0,50551.0,-1.0,0.0,16747.0,20921.7142857143,10367.1904761905,0.0,-1.0,14.0,21.0,14.0,-1.0,0.0,,,17244.4892563365,0.0,217711.0,146452.0
BROWSING,14718239.0,272.5869582631,1.63062986,14630406.0,14540640.0,14540552.0,14540195.0,14540195.0,14600000.0,1132156.15384615,1635332.0,639923.434782609,14500000.0,14630406.0,3.0,101.0,1.0,14540195.0,0.0,,,3030198.88240552,0.0,14718030.0,14717988.0
BROWSING,6411130.0,454.8340152204,1.2478299457,6220511.0,5717279.0,5769837.0,5717279.0,5717279.0,6220511.0,2137043.33333333,2120961.0,915875.714285714,5717279.0,6220511.0,190619.0,142557.0,164.0,5717279.0,0.0,,,2123039.61461778,0.0,6411130.0,6362883.0
BROWSING,109936321.0,18.4288502796,0.0818655738,109936321.0,26339.0,109885027.0,109885027.0,109885027.0,110000000.0,9444.0,27500000.0,13700000.0,110000000.0,109936321.0,2.0,1364.0,2.0,109885027.0,0.0,,,38800000.0,0.0,28332.0,109936321.0
BROWSING,48062.0,41321.6262327827,166.4516665973,-1.0,24683.0,24872.0,24683.0,-1.0,0.0,8511.6666666667,16020.6666666667,6866.0,0.0,-1.0,2.0,661.0,2.0,-1.0,0.0,,,11439.7225417985,0.0,25535.0,48062.0
BROWSING,109907414.0,18.4336972936,0.0818871055,109907414.0,24303.0,109859881.0,109859881.0,109859881.0,110000000.0,8350.0,27500000.0,13700000.0,110000000.0,109907414.0,2.0,551.0,2.0,109859881.0,0.0,,,38800000.0,0.0,25050.0,109907414.0
BROWSING,109997945.0,18.4094348308,0.0818197104,109997945.0,24556.0,109950397.0,109950397.0,109950397.0,110000000.0,8510.6666666667,27500000.0,13700000.0,110000000.0,109997945.0,3.0,690.0,3.0,109950397.0,0.0,,,38900000.0,0.0,25532.0,109997945.0
BROWSING,109997926.0,18.4094380107,0.0818197245,109997926.0,23770.0,109950789.0,109950789.0,109950789.0,110000000.0,8095.6666666667,27500000.0,13700000.0,110000000.0,109997926.0,12.0,220.0,12.0,109950789.0,0.0,,,38900000.0,0.0,24287.0,109997926.0
BROWSING,4195756.0,1072.7506556625,4.0517132073,3978028.0,3488556.0,3625316.0,3488556.0,3488556.0,3978028.0,599380.571428572,524467.875,262234.75,3488556.0,3978028.0,39.0,10.0,10.0,3488556.0,0.0,,,865181.054291489,0.0,4195664.0,4195743.0
BROWSING,1537384.0,2768.9894001759,18.8632117935,1494521.0,1365597.0,1365564.0,1365416.0,1365416.0,1494521.0,100747.0,128092.5,54906.5714285714,1365416.0,1494521.0,4.0,200.0,4.0,1365416.0,0.0,,,257091.241213429,0.0,1511205.0,1537110.0
BROWSING,128497.0,55020.7397838082,194.5570713713,-1.0,26640.0,27358.0,26377.0,-1.0,0.0,9330.3636363636,8560.5,5354.0416666667,0.0,-1.0,11.0,7.0,7.0,-1.0,0.0,,,9904.7706686318,0.0,102634.0,102726.0
BROWSING,280248.0,8727.9837857897,35.6826810539,-1.0,187957.0,137635.0,137390.0,-1.0,0.0,50969.6,71740.0,31138.6666666667,0.0,-1.0,45.0,1332.0,10.0,-1.0,0.0,,,46880.379985928,0.0,254848.0,215220.0
BROWSING,823657.0,4243.2711674884,19.425561854,-1.0,398854.0,253226.0,253226.0,-1.0,0.0,114434.166666667,102957.125,54910.4666666667,0.0,-1.0,2.0,163.0,2.0,-1.0,0.0,,,82905.9814810614,0.0,686605.0,823657.0
BROWSING,10131041.0,498.0731989931,1.9741307927,5002066.0,4948204.0,4897588.0,4897588.0,4897588.0,3334556.0,1439876.85714286,921003.727272727,533212.684210526,3217634.66666667,2283103.0,54297.0,88.0,88.0,2174795.0,1460422.75361571,,,1290949.38548438,1468957.38481477,10079138.0,10131041.0
BROWSING,162266.0,28588.860266476,86.2780865985,-1.0,40396.0,108008.0,40396.0,-1.0,0.0,19947.8,23180.8571428571,12482.0,0.0,-1.0,338.0,8.0,8.0,-1.0,0.0,,,15786.8784675755,0.0,99739.0,162266.0
BROWSING,8736409.0,487.1566795923,2.9760511441,8696259.0,8446866.0,8512569.0,8446866.0,8446866.0,8696259.0,619337.857142857,873640.9,349456.36,8446866.0,8696259.0,12.0,17.0,12.0,8446866.0,0.0,,,1687073.61187238,0.0,8670730.0,8736409.0
BROWSING,135900.0,24392.93598234,213.3922001472,-1.0,27513.0,52052.0,27513.0,-1.0,0.0,7333.2666666667,11274.0833333333,4853.5714285714,0.0,-1.0,2.0,142.0,2.0,-1.0,0.0,,,9782.6967990108,0.0,109999.0,135289.0
BROWSING,305681.0,9513.185314102,32.7138422081,-1.0,213597.0,169065.0,168868.0,-1.0,0.0,56091.8,80141.6666666667,33964.5555555556,0.0,-1.0,28.0,795.0,8.0,-1.0,0.0,,,55935.5527987592,0.0,280459.0,240425.0
BROWSING,94524.0,57075.451737125,84.634590157,-1.0,28330.0,64902.0,27306.0,-1.0,0.0,22940.0,23631.0,13503.4285714286,0.0,-1.0,17550.0,96.0,96.0,-1.0,0.0,,,12340.113591551,0.0,45880.0,94524.0
BROWSING,98496.0,54773.7979207277,81.2215724496,-1.0,28918.0,68164.0,27838.0,-1.0,0.0,22858.0,24624.0,14070.8571428571,0.0,-1.0,16798.0,90.0,90.0,-1.0,0.0,,,12889.5562236586,0.0,45716.0,98496.0
BROWSING,14183002.0,278.9254348268,1.6921664398,14096574.0,14003354.0,14003382.0,14002999.0,14002999.0,14100000.0,1090981.53846154,1575860.55555556,616652.260869565,14000000.0,14096574.0,5.0,155.0,5.0,14002999.0,0.0,,,2918169.06237354,0.0,14182760.0,14182745.0
BROWSING,5203062.0,1463.176875463,5.5736410598,3412396.0,3259008.0,3180052.0,3180052.0,3180052.0,2303534.0,515304.2,303414.470588235,185823.642857143,2162352.0,1194672.0,943.0,47.0,16.0,1144652.0,1568167.67919984,,,625719.62189216,1439245.14242675,5153042.0,5158046.0
BROWSING,24551.0,88428.1699319783,203.657692151,-1.0,86.0,24495.0,24451.0,-1.0,0.0,86.0,12275.5,6137.75,0.0,-1.0,86.0,56.0,14.0,-1.0,0.0,,,12208.8410008212,0.0,86.0,24551.0
BROWSING,325761.0,10378.7746231133,79.8131145226,-1.0,164167.0,114746.0,114690.0,-1.0,0.0,22117.5384615385,29573.8181818182,13030.44,0.0,-1.0,3.0,172.0,3.0,-1.0,0.0,,,26756.3329225998,0.0,287528.0,325312.0
BROWSING,9239389.0,460.3118236498,3.3552002194,5713577.0,5613722.0,5653317.0,5587998.0,5587998.0,4583476.5,511870.444444444,837429.090909091,307979.633333333,4465608.0,3453376.0,2.0,22.0,2.0,3343218.0,1598203.4539443,,,1168118.12156474,1587299.16027162,9213668.0,9211720.0
BROWSING,97655.0,51712.6619220726,71.6809175157,-1.0,27161.0,69213.0,27878.0,-1.0,0.0,22243.5,32551.6666666667,16275.8333333333,0.0,-1.0,17326.0,26.0,26.0,-1.0,0.0,,,12924.63758744,0.0,44487.0,97655.0
BROWSING,98936.0,51043.0985687717,70.7528098973,-1.0,27753.0,69501.0,27837.0,-1.0,0.0,22757.0,32978.6666666667,16489.3333333333,0.0,-1.0,17761.0,57.0,57.0,-1.0,0.0,,,12649.2465098387,0.0,45514.0,98936.0
BROWSING,99630.0,50717.6553247014,70.2599618589,-1.0,26857.0,70082.0,28868.0,-1.0,0.0,22631.5,33210.0,16605.0,0.0,-1.0,18406.0,29.0,29.0,-1.0,0.0,,,13066.3313979097,0.0,45263.0,99630.0
BROWSING,115137.0,43860.7919261402,60.7971373234,-1.0,32082.0,83952.0,32082.0,-1.0,0.0,29992.5,38379.0,19189.5,0.0,-1.0,27903.0,67.0,67.0,-1.0,0.0,,,14413.4703836377,0.0,59985.0,115137.0
BROWSING,100974.0,50022.7781409076,69.3247766752,-1.0,28785.0,71105.0,27484.0,-1.0,0.0,23710.0,33658.0,16829.0,0.0,-1.0,18635.0,101.0,101.0,-1.0,0.0,,,12531.3510125605,0.0,47420.0,100974.0
BROWSING,98301.0,51372.8242845953,71.209855444,-1.0,27627.0,68511.0,28045.0,-1.0,0.0,22225.0,32767.0,16383.5,0.0,-1.0,16823.0,87.0,87.0,-1.0,0.0,,,12630.1624098821,0.0,44450.0,98301.0
BROWSING,2770235.0,1662.3138470202,5.4147030848,2585869.0,2426855.0,2432228.0,2426768.0,2426768.0,2585869.0,389658.714285714,461695.333333333,197873.928571429,2426768.0,2585869.0,42.0,5.0,5.0,2426768.0,0.0,,,643329.898574233,0.0,2727611.0,2770172.0
BROWSING,498547.0,9232.8306057403,30.0874340834,-1.0,161085.0,179212.0,160957.0,-1.0,0.0,65152.5714285714,83085.3333333333,35610.5,0.0,-1.0,4.0,6.0,3.0,-1.0,0.0,,,60405.2726025825,0.0,456068.0,498512.0
BROWSING,463695.0,10351.6319994824,15.0961299992,-1.0,215155.0,254494.0,214598.0,-1.0,0.0,114464.5,154565.0,77282.5,0.0,-1.0,13774.0,26.0,26.0,-1.0,0.0,,,104519.353326071,0.0,228929.0,463695.0
BROWSING,2217446.0,2054.615986139,6.3135697555,2033828.0,1865641.0,1874290.0,1865559.0,1865559.0,2033828.0,311311.0,443479.0,170572.769230769,1865559.0,2033828.0,13.0,7.0,7.0,1865559.0,0.0,,,511640.910659949,0.0,2179177.0,2217395.0
BROWSING,10178192.0,306.8324904855,1.3754898709,10178192.0,10009180.0,96637.0,9968763.0,9968763.0,10200000.0,1687043.0,34904.8333333333,782937.846153846,9968763.0,10178192.0,333.0,87.0,2.0,9968763.0,0.0,,,2760106.03522574,0.0,10122258.0,209429.0
BROWSING,14999723.0,509.2760712981,1.0666863648,3000347.0,3011560.0,2773398.0,2773398.0,2773398.0,2999944.6,3002346.25,1499972.3,999981.533333333,2768969.8,2999063.0,2995344.0,226893.0,28.0,2761824.0,516.8839811795,,,1298440.92596987,4414.9614890732,12009385.0,14999723.0
BROWSING,14757528.0,451.9727152136,1.016430394,3001058.0,3003267.0,2773535.0,2773535.0,2773535.0,2951505.6,2997493.5,1639718.88888889,1054109.14285714,2766861.2,2758029.0,2984678.0,226708.0,23.0,2757971.0,108161.998941634,,,1328234.73251793,5621.7542591259,11989974.0,14757470.0
BROWSING,14969032.0,106.3529024455,0.2004137609,14969032.0,14969032.0,-1.0,14918189.0,14918189.0,15000000.0,15000000.0,0.0,7484516.0,14900000.0,14969032.0,14969032.0,-1.0,50843.0,14918189.0,0.0,,,10500000.0,0.0,14969032.0,0.0
BROWSING,14098277.0,279.6795665172,1.8441969895,14012880.0,13923530.0,13923711.0,13923303.0,13923303.0,14000000.0,1006980.14285714,1409810.4,563931.08,13900000.0,14012880.0,4.0,99.0,4.0,13923303.0,0.0,,,2783248.5561508,0.0,14097722.0,14098104.0
BROWSING,104540.0,21723.7421082839,38.2628658887,-1.0,11417.0,104540.0,93087.0,-1.0,0.0,11417.0,104540.0,34846.6666666667,0.0,-1.0,11417.0,104540.0,36.0,-1.0,0.0,,,50757.6014980351,0.0,11417.0,104540.0
BROWSING,164337.0,13819.1642782818,24.3402277028,-1.0,84119.0,164337.0,84119.0,-1.0,0.0,84119.0,164337.0,54779.0,0.0,-1.0,84119.0,164337.0,19.0,-1.0,0.0,,,47464.0369069046,0.0,84119.0,164337.0
BROWSING,171549.0,29332.7270925508,139.9017190424,-1.0,65974.0,27045.0,65292.0,-1.0,0.0,13244.0909090909,9659.7272727273,7458.6521739131,0.0,-1.0,20.0,5.0,5.0,-1.0,0.0,,,15687.1153067173,0.0,145685.0,106257.0
BROWSING,14015689.0,277.6888100185,1.7123667627,13930274.0,13844985.0,13844903.0,13844784.0,13844784.0,13900000.0,1078100.38461538,1557204.0,609377.782608696,13800000.0,13930274.0,10.0,83.0,10.0,13844784.0,0.0,,,2885262.18926621,0.0,14015305.0,14014836.0
BROWSING,11826699.0,317.3328415647,0.8455444753,11124170.0,11031704.0,11085971.0,11031704.0,11031704.0,11100000.0,2956674.75,2944548.25,1314077.66666667,11000000.0,11124170.0,92466.0,39497.0,243.0,11031704.0,0.0,,,3647576.7096499,0.0,11826699.0,11778193.0
BROWSING,197409.0,16863.4662046817,131.7062545274,-1.0,39148.0,49430.0,40234.0,-1.0,0.0,12090.3846153846,17915.0909090909,7896.36,0.0,-1.0,2.0,106.0,2.0,-1.0,0.0,,,14696.3357688802,0.0,157175.0,197066.0
BROWSING,2104602.0,1558.4894436098,9.9781336329,2104281.0,1499795.0,1499914.0,1499593.0,1499593.0,2104281.0,196807.5,233844.666666667,105230.1,1499593.0,2104281.0,11.0,32.0,11.0,1499593.0,0.0,,,334065.959805041,0.0,1968075.0,2104602.0
BROWSING,2115938.0,1550.1399379377,9.9246764319,2115503.0,1500037.0,1500322.0,1499887.0,1499887.0,2115503.0,197645.5,235104.222222222,105796.9,1499887.0,2115503.0,45.0,63.0,33.0,1499887.0,0.0,,,334132.454743608,0.0,1976455.0,2115938.0
BROWSING,2106272.0,1557.2537639963,9.9702222695,2106070.0,1499799.0,1499897.0,1499695.0,1499695.0,2106070.0,196894.4,234030.222222222,105313.6,1499695.0,2106070.0,25.0,38.0,25.0,1499695.0,0.0,,,334091.427584048,0.0,1968944.0,2106272.0
BROWSING,7989574.0,528.5638508386,3.1290779709,7871671.0,7690699.0,7730001.0,7665160.0,7665160.0,7871671.0,612523.230769231,792513.6,332898.916666667,7665160.0,7871671.0,58.0,2714.0,29.0,7665160.0,0.0,,,1561891.40184636,0.0,7962802.0,7925136.0
BROWSING,3814935.0,1014.6961874842,5.7668086088,2371073.0,1895477.0,1869239.0,1869239.0,1869239.0,1749034.0,420969.444444444,346812.272727273,181663.571428571,1443735.0,1126995.0,191.0,64.0,64.0,1018231.0,879695.990124429,,,447423.023531989,601753.527643171,3788725.0,3814935.0
BROWSING,10161647.0,230.4744496635,1.082501685,10161647.0,9991065.0,63429.0,9991000.0,9991000.0,10200000.0,2526631.5,34129.4,1016164.7,9991000.0,10161647.0,2011.0,137.0,43.0,9991000.0,0.0,,,3153546.1195904,0.0,10106526.0,170647.0
BROWSING,266297.0,8907.3478109029,60.0832904614,-1.0,85850.0,124682.0,85850.0,-1.0,0.0,25285.8888888889,45558.6,17753.1333333333,0.0,-1.0,4.0,29.0,4.0,-1.0,0.0,,,25722.1942614507,0.0,227573.0,227793.0
BROWSING,271239.0,8110.9280007669,36.8678545489,-1.0,179412.0,129500.0,129287.0,-1.0,0.0,49212.0,68532.0,30137.6666666667,0.0,-1.0,57.0,724.0,28.0,-1.0,0.0,,,44716.668361753,0.0,246060.0,205596.0
BROWSING,11128062.0,735.7076191703,2.5161613945,10815549.0,10723556.0,10763575.0,10698190.0,10698190.0,10800000.0,793053.571428572,921895.916666667,412150.444444444,10700000.0,10815549.0,20.0,4.0,4.0,10698190.0,0.0,,,2056009.36138569,0.0,11102750.0,11062751.0
BROWSING,128711.0,38714.6397743783,178.6949056413,-1.0,26366.0,26284.0,26209.0,-1.0,0.0,10302.5,9387.4545454546,5850.5,0.0,-1.0,11.0,8.0,5.0,-1.0,0.0,,,10674.8319815037,0.0,103025.0,103262.0
BROWSING,8117363.0,577.6506483694,3.4493960662,7848171.0,7873895.0,7811923.0,7811923.0,7811923.0,7848171.0,579811.642857143,671305.5,300643.074074074,7811923.0,7848171.0,3.0,5.0,2.0,7811923.0,0.0,,,1501266.3190879,0.0,8117363.0,8055666.0
BROWSING,336742.0,6188.7142085038,29.6963253767,-1.0,244420.0,194512.0,193290.0,-1.0,0.0,62310.4,90502.3333333333,37415.7777777778,0.0,-1.0,1.0,612.0,1.0,-1.0,0.0,,,63509.5636091089,0.0,311552.0,271507.0
BROWSING,15299567.0,168.7629460363,0.9150585765,15299567.0,15046309.0,65557.0,15026319.0,15026319.0,15300000.0,2542822.33333333,45541.3333333333,1176889.76923077,15000000.0,15299567.0,43.0,13536.0,43.0,15026319.0,0.0,,,4161269.77205095,0.0,15256934.0,273248.0
BROWSING,202324.0,16374.7256875111,138.3918862814,-1.0,42961.0,81447.0,42961.0,-1.0,0.0,11634.9285714286,16812.9166666667,7493.4814814815,0.0,-1.0,2.0,155.0,2.0,-1.0,0.0,,,15166.4551125942,0.0,162889.0,201755.0
BROWSING,1551372.0,2799.4575124471,12.2472237478,1228298.0,1169773.0,1147147.0,1147147.0,1147147.0,1228298.0,218558.142857143,147627.2,86187.3333333333,1147147.0,1228298.0,142.0,227.0,38.0,1147147.0,0.0,,,268830.926354334,0.0,1529907.0,1476272.0
BROWSING,4481442.0,968.6614263891,2.6777095408,4316840.0,4163859.0,4121538.0,4121510.0,4121510.0,4316840.0,896269.6,893567.8,407403.818181818,4121510.0,4316840.0,31.0,8.0,3.0,4121510.0,0.0,,,1232981.21824206,0.0,4481348.0,4467839.0
BROWSING,287307.0,7236.1620148482,34.8059740974,-1.0,195522.0,145243.0,144950.0,-1.0,0.0,52426.2,73986.6666666667,31923.0,0.0,-1.0,2.0,922.0,2.0,-1.0,0.0,,,49118.8652110877,0.0,262131.0,221960.0
BROWSING,280987.0,7377.5655101482,35.5888350707,-1.0,180985.0,131167.0,130381.0,-1.0,0.0,50642.4,70048.0,31220.7777777778,0.0,-1.0,34.0,564.0,34.0,-1.0,0.0,,,45522.4627719046,0.0,253212.0,210144.0
BROWSING,14077718.0,271.1376943337,1.7048217616,13997119.0,13913453.0,13913252.0,13913023.0,13913023.0,14000000.0,1082872.0,1564159.0,612074.695652174,13900000.0,13997119.0,5.0,168.0,3.0,13913023.0,0.0,,,2899549.73971225,0.0,14077336.0,14077431.0
BROWSING,46740.0,38489.5164741121,149.7646555413,-1.0,23221.0,24191.0,23221.0,-1.0,0.0,12085.5,15580.0,7790.0,0.0,-1.0,950.0,305.0,75.0,-1.0,0.0,,,11551.2627101975,0.0,24171.0,46740.0
BROWSING,48253.0,37282.6560006632,145.0687003917,-1.0,23136.0,23995.0,23927.0,-1.0,0.0,12031.5,16084.3333333333,8042.1666666667,0.0,-1.0,927.0,440.0,68.0,-1.0,0.0,,,12001.3341744436,0.0,24063.0,48253.0
BROWSING,49935.0,36026.834885351,140.182236908,-1.0,25029.0,25434.0,25029.0,-1.0,0.0,12658.5,16645.0,8322.5,0.0,-1.0,288.0,112.0,76.0,-1.0,0.0,,,12665.7815905691,0.0,25317.0,49935.0
BROWSING,50224.0,35819.528512265,139.375597324,-1.0,23738.0,25977.0,25902.0,-1.0,0.0,12053.5,16741.3333333333,8370.6666666667,0.0,-1.0,369.0,142.0,75.0,-1.0,0.0,,,12760.0392031791,0.0,24107.0,50224.0
BROWSING,49886.0,36062.2218658541,140.3199294391,-1.0,24173.0,25271.0,25179.0,-1.0,0.0,12239.0,16628.6666666667,8314.3333333333,0.0,-1.0,305.0,66.0,66.0,-1.0,0.0,,,12677.8074313608,0.0,24478.0,49886.0
BROWSING,46924.0,38338.5900605234,149.1773932316,-1.0,23676.0,24031.0,23676.0,-1.0,0.0,11986.5,15641.3333333333,7820.6666666667,0.0,-1.0,297.0,108.0,78.0,-1.0,0.0,,,11910.2767921937,0.0,23973.0,46924.0
BROWSING,13921856.0,252.9116807414,1.6520785734,13850196.0,13766015.0,13766767.0,13765621.0,13765621.0,13900000.0,1160140.41666667,1546805.0,632811.636363636,13800000.0,13850196.0,4.0,81.0,4.0,13765621.0,0.0,,,2933296.05359088,0.0,13921685.0,13921245.0
