Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,flow_start,FirstNPkt_size,Category,App_protocol,Web_service
131.202.240.150-23.49.91.178-41248-80-6,131.202.240.150,41248,23.49.91.178,80,6,31/03/2015 11:07:03 AM,90133207,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06656814064099595,1.80266414E7,2.4654251263295833E7,4.5034631E7,21254.0,9.0111953E7,4.50559765E7,51.61879502661797,4.5056013E7,4.505594E7,9.0111898E7,4.5055949E7,1817.264427649427,4.5057234E7,4.5054664E7,0,0,0,0,96,96,0.033284070320497974,0.033284070320497974,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,457,486,0,32,0,0,0,0,1.4278252689013485E15,3.67609057557757E7,1.427825313923776E15,1.427825223878338E15,skype_audio,1427825223834,330,7,7,Unknown
131.202.240.150-209.148.205.32-44854-80-6,131.202.240.150,44854,209.148.205.32,80,6,31/03/2015 11:07:05 AM,90133265,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06656809780495582,1.8026653E7,2.4652603129962657E7,4.5034837E7,21199.0,9.0111971E7,4.50559855E7,71.4177848998413,4.5056036E7,4.5055935E7,9.0112066E7,4.5056033E7,7245.016080037366,4.5061156E7,4.505091E7,0,0,0,0,96,96,0.03328404890247791,0.03328404890247791,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,560,0,32,0,0,0,0,1.427825270438332E15,3.675792504897218E7,1.42782531545607E15,1.427825225417936E15,skype_audio,1427825225370,330,7,7,Unknown
131.202.240.150-209.148.205.19-36188-80-6,131.202.240.150,36188,209.148.205.19,80,6,31/03/2015 11:07:05 AM,90135574,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0665663925322093,1.80271148E7,2.4653976136057317E7,4.5034934E7,21064.0,9.0111998E7,4.5055999E7,1.4142135623730951,4.5056E7,4.5055998E7,9.011451E7,4.5057255E7,322.44069222106566,4.5057483E7,4.5057027E7,0,0,0,0,96,96,0.03328319626610465,0.03328319626610465,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,486,0,32,0,0,0,0,1.4278252708219608E15,3.676106886202009E7,1.42782531584388E15,1.427825225798044E15,skype_audio,1427825225754,330,7,7,Unknown
131.202.240.150-184.25.76.112-59374-80-6,131.202.240.150,59374,184.25.76.112,80,6,31/03/2015 11:07:05 AM,90133531,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0665679013507193,1.80267062E7,2.4654140985159345E7,4.5034469E7,21477.0,9.0111977E7,4.50559885E7,60.10407640085654,4.5056031E7,4.5055946E7,9.011096E7,4.505548E7,767.9179643685906,4.5056023E7,4.5054937E7,0,0,0,0,96,96,0.03328395067535965,0.03328395067535965,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3540,486,0,32,0,0,0,0,1.4278252706931685E15,3.6761319851741545E7,1.427825315716901E15,1.427825225670449E15,skype_audio,1427825225626,330,7,7,Unknown
131.202.240.150-23.49.93.9-50790-80-6,131.202.240.150,50790,23.49.93.9,80,6,31/03/2015 11:07:04 AM,90133419,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06656798406815123,1.80266838E7,2.4653913151777525E7,4.5034737E7,21303.0,9.011208E7,4.505604E7,0.0,4.505604E7,4.505604E7,9.0112116E7,4.5056058E7,2928.8362876746796,4.5058129E7,4.5053987E7,0,0,0,0,96,96,0.033283992034075616,0.033283992034075616,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,486,0,32,0,0,0,0,1.4278252694136108E15,3.6760316098865405E7,1.427825314435076E15,1.427825224391083E15,skype_audio,1427825224346,330,7,7,Unknown
131.202.240.150-184.25.76.112-59373-80-6,131.202.240.150,59373,184.25.76.112,80,6,31/03/2015 11:07:05 AM,90133235,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06656811996152141,1.8026647E7,2.4652513684451967E7,4.5034866E7,21181.0,9.0111968E7,4.5055984E7,89.09545442950498,4.5056047E7,4.5055921E7,9.0112054E7,4.5056027E7,7609.883179129624,4.5061408E7,4.5050646E7,0,0,0,0,96,96,0.03328405998076071,0.03328405998076071,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,251,486,0,32,0,0,0,0,1.4278252704384098E15,3.675774915276477E7,1.427825315455868E15,1.427825225418165E15,skype_audio,1427825225370,330,7,7,Unknown
131.202.240.150-184.24.147.8-37251-80-6,131.202.240.150,37251,184.24.147.8,80,6,31/03/2015 11:07:06 AM,119824331,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058418853179326324,1.9970721833333336E7,2.2559896099405702E7,4.5034762E7,21255.0,1.19824331E8,3.9941443666666664E7,8858680.087768681,4.5056017E7,2.9712321E7,9.0113124E7,4.5056562E7,1080.4591616530447,4.5057326E7,4.5055798E7,0,0,0,0,128,96,0.0333822018167579,0.025036651362568427,0.0,0.0,0.0,0.0,0.0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,272,486,0,32,0,0,0,0,1.1422602234097528E15,6.385428603001116E14,1.427825316869194E15,2.9667193E7,unknown,1427825226778,330,7,7,Unknown
131.202.240.150-23.49.82.127-54806-80-6,131.202.240.150,54806,23.49.82.127,80,6,31/03/2015 11:07:05 AM,90133235,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06656811996152141,1.8026647E7,2.465264329663206E7,4.5034861E7,21169.0,9.0112003E7,4.50560015E7,40.30508652763321,4.505603E7,4.5055973E7,9.0112066E7,4.5056033E7,7259.158215661097,4.5061166E7,4.50509E7,0,0,0,0,96,96,0.03328405998076071,0.03328405998076071,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,467,486,0,32,0,0,0,0,1.4278252704383E15,3.675796175751448E7,1.427825315456098E15,1.427825225417874E15,skype_audio,1427825225370,330,7,7,Unknown
131.202.240.150-209.148.205.32-44854-80-6,131.202.240.150,44854,209.148.205.32,80,6,31/03/2015 11:09:06 AM,21221,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.24626549172989,21221.0,0.0,21221.0,21221.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,47.12313274586494,47.12313274586494,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,560,0,32,0,0,0,0,0,0,0,0,skype_audio,1427825225370,330,7,7,Unknown
131.202.240.150-23.49.93.9-50790-80-6,131.202.240.150,50790,23.49.93.9,80,6,31/03/2015 11:09:06 AM,21219,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.25514868749707,21219.0,0.0,21219.0,21219.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,47.127574343748535,47.127574343748535,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,486,0,32,0,0,0,0,0,0,0,0,skype_audio,1427825224346,330,7,7,Unknown
131.202.240.150-184.25.76.112-59374-80-6,131.202.240.150,59374,184.25.76.112,80,6,31/03/2015 11:09:06 AM,21266,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.04683532399135,21266.0,0.0,21266.0,21266.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,47.02341766199567,47.02341766199567,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3540,486,0,32,0,0,0,0,0,0,0,0,skype_audio,1427825225626,330,7,7,Unknown
131.202.240.150-23.49.91.178-41248-80-6,131.202.240.150,41248,23.49.91.178,80,6,31/03/2015 11:09:06 AM,21386,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.51912466099319,21386.0,0.0,21386.0,21386.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,46.75956233049659,46.75956233049659,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,457,486,0,32,0,0,0,0,0,0,0,0,skype_audio,1427825223834,330,7,7,Unknown
131.202.240.150-209.148.205.19-36188-80-6,131.202.240.150,36188,209.148.205.19,80,6,31/03/2015 11:09:06 AM,21324,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.79103357719002,21324.0,0.0,21324.0,21324.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,46.89551678859501,46.89551678859501,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,237,486,0,32,0,0,0,0,0,0,0,0,skype_audio,1427825225754,330,7,7,Unknown
131.202.240.150-23.49.81.120-49121-80-6,131.202.240.150,49121,23.49.81.120,80,6,31/03/2015 11:09:06 AM,21496,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.04056568663937,21496.0,0.0,21496.0,21496.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,46.520282843319684,46.520282843319684,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,693,553,0,32,0,0,0,0,0,0,0,0,skype_audio,1427825224346,330,7,7,Unknown
131.202.240.150-23.49.82.127-54806-80-6,131.202.240.150,54806,23.49.82.127,80,6,31/03/2015 11:09:06 AM,21219,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.25514868749707,21219.0,0.0,21219.0,21219.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,47.127574343748535,47.127574343748535,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,467,486,0,32,0,0,0,0,0,0,0,0,skype_audio,1427825225370,330,7,7,Unknown
131.202.240.150-184.25.76.112-59373-80-6,131.202.240.150,59373,184.25.76.112,80,6,31/03/2015 11:09:06 AM,37342,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.558995233249426,37342.0,0.0,37342.0,37342.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,26.779497616624713,26.779497616624713,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,251,486,0,32,0,0,0,0,0,0,0,0,skype_audio,1427825225370,330,7,7,Unknown
131.202.240.150-209.148.205.11-40321-80-6,131.202.240.150,40321,209.148.205.11,80,6,31/03/2015 11:06:52 AM,90133147,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06656818495419893,1.80266294E7,2.4654450720148355E7,4.5034632E7,21155.0,9.0111992E7,4.5055996E7,65.05382386916237,4.5056042E7,4.505595E7,9.0111019E7,4.50555095E7,392.44426355853386,4.5055787E7,4.5055232E7,0,0,0,0,96,96,0.033284092477099465,0.033284092477099465,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,262,587,0,32,0,0,0,0,1.4278252580210462E15,3.676156126513376E7,1.427825303045014E15,1.42782521299797E15,skype_audio,1427825212954,330,7,7,Unknown
131.202.240.150-209.148.205.9-57912-80-6,131.202.240.150,57912,209.148.205.9,80,6,31/03/2015 11:07:10 AM,90137278,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06656513412796868,1.80274556E7,2.465377596636028E7,4.5034327E7,21645.0,9.0111972E7,4.5055986E7,19.79898987322333,4.5056E7,4.5055972E7,9.0115579E7,4.50577895E7,2607.1027022348007,4.5059633E7,4.5055946E7,0,0,0,0,96,96,0.03328256706398434,0.03328256706398434,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3517,687,0,32,0,0,0,0,1.4278252758141018E15,3.6761537569006436E7,1.427825320836698E15,1.427825230789715E15,skype_audio,1427825230746,330,7,7,Unknown
131.202.240.86-68.67.152.196-1968-443-6,131.202.240.86,1968,68.67.152.196,443,6,31/03/2015 10:35:24 AM,11415936,12,10,1843.0,5170.0,709.0,0.0,153.58333333333334,256.4401253290676,1350.0,0.0,517.0,552.9076675982066,614.3166885308397,1.9271306356307534,543616.0,2180542.3766187853,9999756.0,1.0,1416180.0,128743.63636363635,335274.12904227275,1136286.0,154.0,1.1361751E7,1262416.7777777778,3299265.9170063413,9999808.0,1.0,0,0,0,0,252,212,1.0511621648895018,0.8759684707412515,0.0,1350.0,304.9130434782609,441.70783361479994,195105.8102766798,1,2,0,9,21,0,0,0,0.0,318.77272727272725,153.58333333333334,517.0,0,0,0,0,8,31219,0,83,0,235,8192,44,4,20,0,0,0,0,1.3564321590433178E15,3.192709991713312E14,1.427823325875106E15,9999704.0,skype_video,1427823324458,477,29,91,Unknown
