duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
14154085,51,31,3998727,4050857,353852.125,470078.633333333,858556.527901358,987906.823978197,5.0868706808,2384.32932966,31,3998727,199353.309859155,663430.461124753,2171456,3275054.25,5103861,1283273.25396967,1652840,2674986,3998727,1061805.24479602,Non-VPN
4474916,27,49,4339783,4314866,889612.8,741591.166666667,1929158.76488768,1750756.49156539,2.9050824641,1480.6981851726,27,4314414,372909.666666667,1241342.70209024,4339783,4339783,4339783,0,4314414,4314414,4314414,0,Non-VPN
137143,91,18,29334,52185,4857.5652173913,2558.8139534884,10135.3618284342,9428.5835267926,495.8328168408,441422.456851608,2,27062,2046.9104477612,6559.0908420053,-1,0,-1,0,-1,0,-1,0,Non-VPN
50863,50863,-1,50863,-1,50863,0,0,0,58.9819711775,10282.5236419401,25083,25780,25431.5,492.8524119856,-1,0,-1,0,-1,0,-1,0,Non-VPN
30331,30331,-1,30331,-1,30331,0,0,0,98.9087072632,93007.154396492,1983,28348,15165.5,18642.8702591634,-1,0,-1,0,-1,0,-1,0,Non-VPN
63805,-1,-1,-1,-1,0,0,0,0,31.3455058381,1771.0210798527,63805,63805,63805,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
73295,61,119,42733,20253,18323.75,10186,21428.6580521662,14236.8878972899,109.1479637083,67548.9460399754,61,26882,10470.7142857143,12310.3646603758,-1,0,-1,0,-1,0,-1,0,Non-VPN
29285,29285,-1,29285,-1,29285,0,0,0,102.441522964,96329.1787604576,2485,26800,14642.5,17193.3013554698,-1,0,-1,0,-1,0,-1,0,Non-VPN
29942,29942,-1,29942,-1,29942,0,0,0,100.1937078351,94215.4832676508,2032,27910,14971,18298.5092562208,-1,0,-1,0,-1,0,-1,0,Non-VPN
120145,40734,28467,54127,28467,47430.5,28467,9470.2810676347,0,41.6163802072,35457.1559365766,3183,50944,30036.25,20778.6491359921,-1,0,-1,0,-1,0,-1,0,Non-VPN
29230,29230,-1,29230,-1,29230,0,0,0,102.6342798495,96510.434485118,2152,27078,14615,17625.3435994876,-1,0,-1,0,-1,0,-1,0,Non-VPN
14345681,961,2917,11468299,11538960,1793210.125,2386330.33333333,4015978.84509745,4612251.64043204,1.115318262,625.3450080202,519,11468299,956378.733333333,2986816.99367466,2732341,7148348,11564355,6245176.99093444,2662168,7065233.5,11468299,6226874.94611699,Non-VPN
29890,29890,-1,29890,-1,29890,0,0,0,100.3680160589,94379.3911007026,2023,27867,14945,18274.4676256246,-1,0,-1,0,-1,0,-1,0,Non-VPN
162307,222,64,50948,28583,20288.375,15640.2857142857,18309.6361549049,14540.6165528871,104.7397832503,55518.2462863586,64,27875,10144.1875,12923.2681352603,-1,0,-1,0,-1,0,-1,0,Non-VPN
29555,29555,-1,29555,-1,29555,0,0,0,101.5056673998,95449.162578244,1922,27633,14777.5,18180.4224235852,-1,0,-1,0,-1,0,-1,0,Non-VPN
1061110,69,20018,961125,989051,265277.5,504534.5,464808.256003125,685209.805492814,7.5392749102,4666.8111694358,69,961125,151587.142857143,357150.680521508,-1,0,-1,0,-1,0,-1,0,Non-VPN
109997,51,110,58758,51171,9854.6666666667,16791.4,23957.6490847217,21603.2833742929,118.1850414102,59492.5316144986,51,50869,9166.4166666667,16239.8749768941,-1,0,-1,0,-1,0,-1,0,Non-VPN
8499516,8499516,8426220,8499516,8426220,8499516,8426220,0,0,0.4706150327,59.5328016325,20232,8426220,2833172,4843749.47048085,8479284,8479284,8479284,0,8426220,8426220,8426220,0,Non-VPN
52837,-1,-1,-1,-1,0,0,0,0,37.852262619,2914.6242216629,52837,52837,52837,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
107072,53704,53435,53704,53435,53704,53435,0,0,37.3580394501,2783.1739390317,67,53637,35690.6666666667,30851.2934871997,-1,0,-1,0,-1,0,-1,0,Non-VPN
52968,-1,-1,-1,-1,0,0,0,0,37.7586467301,2907.4157982178,52968,52968,52968,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
14915157,28026,6843,10910866,10911800,3728789.25,3709906.5,5122319.14481757,5141029.82387083,0.6704589164,94.9369825608,59,10890558,1657239.66666667,3686840.65334286,3908655,7447424.5,10986194,5004575.82101216,3853432,7371995,10890558,4975999.51466406,Non-VPN
7114375,42762,44019,4038530,3962984,2353121,2353274,2069894.28578623,2050998.31132902,1.1244838795,144.4961785118,19736,3962984,1016339.28571429,1700533.88782594,3041826,3529681.5,4017537,689931.864577583,2978071,3470527.5,3962984,696438.661178068,Non-VPN
11639868,24116,9508,8458630,8460616,2909967,2313517.8,3970892.14707866,3679176.10601979,0.9450278989,143.3865057576,58,8405794,1163986.8,2717025.27097037,3161795,5810212.5,8458630,3745427.94732611,3053520,5729657,8405794,3784629.24016832,Non-VPN
52026,-1,-1,-1,-1,0,0,0,0,38.4423173029,2960.0584323223,52026,52026,52026,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
3378621,3307607,3378621,3307607,3378621,3307607,3378621,0,0,1.183914976,212.8087169292,17843,3307607,1126207,1889230.39539795,3325450,3325450,3325450,0,3307607,3307607,3307607,0,Non-VPN
52809,-1,-1,-1,-1,0,0,0,0,37.8723323676,2916.1695923044,52809,52809,52809,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
3512949,55012,1876,3399700,3379068,1170983,1145772.66666667,1930126.21341779,1934282.43605137,2.2772889672,321.3824054946,36,3379032,501849.857142857,1268956.81759427,3492281,3492281,3492281,0,3379032,3379032,3379032,0,Non-VPN
52876,-1,-1,-1,-1,0,0,0,0,37.8243437476,2515.3188592178,52876,52876,52876,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
13522844,958989,968603,12563855,12488330,6761422,6728466.5,8205879.44336114,8145677.0791177,0.4436936491,65.3708642945,11045,12488330,2704568.8,5483773.36125933,12543196,12500000,12543196,0,12488330,12500000,12488330,0,Non-VPN
55312,-1,-1,-1,-1,0,0,0,0,36.1585189471,3272.3459647093,55312,55312,55312,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
5871743,53089,568,4849256,4829432,1467935.75,1449695.25,2290493.20874448,2291799.62830158,1.7030718136,220.3774926798,33,4829399,652415.888888889,1590761.71915783,5851886,5851886,5851886,0,4829399,4829399,4829399,0,Non-VPN
53196,-1,-1,-1,-1,0,0,0,0,37.5968117904,2894.9545078577,53196,53196,53196,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
2186082,54182,54658,2057513,2131424,1055847.5,1093041,1416568.93506087,1468495.32153732,2.7446362945,358.175036435,20056,2057513,437216.4,905877.695122829,2132227,2132227,2132227,0,2057513,2057513,2057513,0,Non-VPN
52256,-1,-1,-1,-1,0,0,0,0,38.2731169626,2947.0300061237,52256,52256,52256,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
2262812,20959,913,2185644,2131637,754270.666666667,728913.333333333,1239730.96079667,1215086.36460617,3.5354240653,484.7950249513,63,2131637,323258.857142857,797654.719623081,2242886,2242886,2242886,0,2131637,2131637,2131637,0,Non-VPN
52564,-1,-1,-1,-1,0,0,0,0,38.0488547295,2929.7618141694,52564,52564,52564,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
53014,-1,-1,-1,-1,0,0,0,0,37.7258837288,2508.771267967,53014,53014,53014,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
53082,-1,-1,-1,-1,0,0,0,0,37.6775554802,2901.1717719754,53082,53082,53082,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
56689,-1,-1,-1,-1,0,0,0,0,35.2802130925,2346.1341706504,56689,56689,56689,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
53495,-1,-1,-1,-1,0,0,0,0,37.3866716516,2486.2136648285,53495,53495,53495,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
55123,-1,-1,-1,-1,0,0,0,0,36.28249551,2412.7859514177,55123,55123,55123,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
52701,-1,-1,-1,-1,0,0,0,0,37.9499440238,2922.1456898351,52701,52701,52701,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
6053040,5999869,5994453,5999869,5994453,5999869,5994453,0,0,0.6608249739,51.8747604509,53171,5941282,2017680,3397940.08541447,5999869,5999869,5999869,0,5941282,5941282,5941282,0,Non-VPN
20932,-1,-1,-1,-1,0,0,0,0,95.5474871011,8647.0475826486,20932,20932,20932,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
52074,-1,-1,-1,-1,0,0,0,0,38.4068825133,2957.3299535277,52074,52074,52074,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
8522652,8469279,8469534,8469279,8469534,8469279,8469534,0,0,0.4693374785,36.842992064,53118,8416161,2840884,4828331.51681847,8469279,8469279,8469279,0,8416161,8416161,8416161,0,Non-VPN
20355,-1,-1,-1,-1,0,0,0,0,98.2559567674,8892.1640874478,20355,20355,20355,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
11523618,2610428,2685704,4981519,4981779,3816193.66666667,3841206,1186062.68720917,1148110.29857174,0.694226414,107.6918724657,20119,4961161,1646231.14285714,2128230.60484306,2630786,3822900,4981779,1175848.81912196,2610428,3802535,4961161,1175724.09277964,Non-VPN
11617584,53145,696,4927979,4927962,2323516.8,2308672.4,2215776.4063445,2228452.26458703,1.0329169989,136.6032731074,38,4874907,1056144,1825490.12594484,2793467,3865703.66666667,4927979,1067290.86506764,2685205,3794009.33333333,4874907,1095117.70999004,Non-VPN
14855412,967339,967335,8317194,8316657,3695329,3713853,3196126.77109659,3187512.70466273,0.6731553457,80.6440104118,20963,8263524,1650601.33333333,2726360.7084393,2613258,4934093,9284533,3770404.47079945,2592295,4569178.66666667,8263524,3202025.22241188,Non-VPN
14997327,56793,10839,8316104,8317057,2499554.5,2486803.5,3106933.26452966,3116026.77620544,0.933499683,106.1522496642,37,8296341,1153640.53846154,2378032.23731503,2788703,4992521.33333333,9284300,3717240.75918978,2665404,4615612,8296341,3189496.83697484,Non-VPN
53099,-1,-1,-1,-1,0,0,0,0,37.6654927588,3408.7270946722,53099,53099,53099,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
19589,-1,-1,-1,-1,0,0,0,0,102.0981162898,9239.8795242228,19589,19589,19589,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
134096,134096,90,134096,90,134096,90,0,0,29.8293759695,2408.7221095335,90,133888,44698.6666666667,77240.2296787971,-1,0,-1,0,-1,0,-1,0,Non-VPN
3688495,20179,742,3578979,3581902,1218454.33333333,1211759.33333333,2044353.68628445,2052767.73897605,2.1689062883,298.7668412184,65,3525762,526927.857142857,1322553.66512931,3578979,3578979,3578979,0,3525762,3525762,3525762,0,Non-VPN
52193,-1,-1,-1,-1,0,0,0,0,38.3193148507,2950.5872435001,52193,52193,52193,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
3655825,53035,53800,3582015,3581313,1817525,1817556.5,2495365.6886715,2494328.3630235,1.6412164149,214.1787421444,20712,3560538,731165,1581675.23442275,3581313,3581313,3581313,0,3560538,3560538,3560538,0,Non-VPN
52209,-1,-1,-1,-1,0,0,0,0,38.3075714915,2949.6830048459,52209,52209,52209,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
133955,133955,69,133955,69,133955,69,0,0,29.8607741406,2411.257511851,69,133780,44651.6666666667,77187.403077402,-1,0,-1,0,-1,0,-1,0,Non-VPN
14758673,25487,501,5449798,5480464,1470410.8,1470341.4,1842621.00473503,1863078.82546509,1.4906489222,226.9851767838,48,5425899,702793.952380952,1434913.11780191,1063779,2940821.6,5536214,1629207.29713289,1008952,2871657,5425899,1604947.42048135,Non-VPN
173745,-1,-1,-1,-1,0,0,0,0,11.5111226222,494.9782727561,173745,173745,173745,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
172690,-1,-1,-1,-1,0,0,0,0,11.5814465227,498.0022004748,172690,172690,172690,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
9951041,55259,34,5327552,5323239,1417134.71428571,1417201.71428571,1950540.37063495,1952209.35861033,1.6078719804,195.5574296197,26,5296923,663402.733333333,1457937.26420427,1679772,3306804,5323239,1852684.26002071,1648674,3092437,5296923,1939447.03550948,Non-VPN
173050,-1,-1,-1,-1,0,0,0,0,11.5573533661,496.9661947414,173050,173050,173050,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
172005,-1,-1,-1,-1,0,0,0,0,11.627568966,499.9854655388,172005,172005,172005,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
1108788,1079115,1076108,1079115,1076108,1079115,1076108,0,0,3.6075426502,364.3618076675,29673,1046435,369596,586161.696507457,1076108,1076108,1076108,0,1046435,1046435,1046435,0,Non-VPN
14892664,12427,222,6930228,7007302,1481656.8,1489266.4,2365133.87791484,2386153.33430234,1.4772373835,215.6766579841,66,6930228,709174.476190476,1745801.20873183,2400028,4623175.33333333,7013738,2311406.69536991,1777039,4369380.66666667,6930228,2576738.85700585,Non-VPN
176706,-1,-1,-1,-1,0,0,0,0,11.3182348081,486.6840967483,176706,176706,176706,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
176107,-1,-1,-1,-1,0,0,0,0,11.3567319868,488.3394754326,176107,176107,176107,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
172737,-1,-1,-1,-1,0,0,0,0,11.5782953276,497.8666990859,172737,172737,172737,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
174111,-1,-1,-1,-1,0,0,0,0,11.4869250076,493.9377753272,174111,174111,174111,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
12765232,13938,279,4319834,4320757,1159010.72727273,1157811.72727273,1467493.52073906,1478347.4408341,1.8801068402,244.1005380866,73,4264921,555010.086956522,1136948.67404759,2022532,3183982.25,4687860,1126649.08810918,2006418,2822274,4264921,1037403.0560017,Non-VPN
4525575,46846,52562,4478729,4395594,2262787.5,2224078,3133814.52272522,3070987.37811001,1.3257983792,190.4730338134,22328,4395594,905115,1951281.75520829,4450685,4450685,4450685,0,4395594,4395594,4395594,0,Non-VPN
172309,-1,-1,-1,-1,0,0,0,0,11.6070547679,499.1033550192,172309,172309,172309,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
172275,-1,-1,-1,-1,0,0,0,0,11.6093455231,499.2018574953,172275,172275,172275,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
9334830,17457,147,4928723,4929558,1159976.125,1159986.125,1723143.5761274,1710320.44721959,1.928262218,226.6779362881,52,4873828,549107.647058823,1258285.70013374,2073657,3080423.33333333,4983716,1649221.16334949,1550229,2814300.33333333,4873828,1798927.64220239,Non-VPN
172874,-1,-1,-1,-1,0,0,0,0,11.5691197057,497.4721473443,172874,172874,172874,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
172028,-1,-1,-1,-1,0,0,0,0,11.6260143698,499.9186178994,172028,172028,172028,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
12355194,17395,402,9316223,9389599,3073864.5,2471038.8,4375967.94491893,4054846.74592813,0.8903138227,154.7527299045,90,9316223,1235519.4,2975104.0426869,2965595,6150162,9334729,4503657.84168569,2850639,6083431,9316223,4571858.29073113,Non-VPN
78915,62495,60608,62495,60608,62495,60608,0,0,50.6874485206,8160.6792118102,16420,44188,26305,15515.8454007508,-1,0,-1,0,-1,0,-1,0,Non-VPN
172811,-1,-1,-1,-1,0,0,0,0,11.5733373454,497.6535058532,172811,172811,172811,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
172419,-1,-1,-1,-1,0,0,0,0,11.5996496906,498.7849366949,172419,172419,172419,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
172338,-1,-1,-1,-1,0,0,0,0,11.6051016027,499.0193689146,172338,172338,172338,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
172538,-1,-1,-1,-1,0,0,0,0,11.5916493758,498.440923159,172538,172538,172538,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
14105122,67337,3096,9321870,9294747,2349660.33333333,2011387.42857143,3553535.24900802,3363828.21351737,1.0634434782,168.0240695543,53,9294694,1007508.71428571,2503236.80362397,2850300,6106165.5,9362031,4604489.14736255,2758942,6026818,9294694,4621474.55935343,Non-VPN
172374,-1,-1,-1,-1,0,0,0,0,11.6026778981,498.9151496165,172374,172374,172374,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
175715,-1,-1,-1,-1,0,0,0,0,11.3820675526,489.4289047606,175715,175715,175715,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
11173560,62459,57504,11037842,11116056,5550150.5,5586780,7760767.74541949,7819577.10930399,0.5369819467,81.4422619112,18076,11037842,2234712,4921120.91656091,11118377,11100000,11118377,0,11037842,11000000,11037842,0,Non-VPN
172480,-1,-1,-1,-1,0,0,0,0,11.5955473098,498.6085343228,172480,172480,172480,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
172064,-1,-1,-1,-1,0,0,0,0,11.623581923,499.8140226892,172064,172064,172064,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
13516997,30439,628,6501331,6418416,1689624.625,1678793.75,2593661.36570356,2572482.32580985,1.3316567282,158.9110362309,53,6418416,795117.470588235,1894749.50176849,6071951,6272554,6473157,283695.483250968,5100560,5759488,6418416,931864.914226842,Non-VPN
14027851,1046733,1046715,7363224,7442008,4657616,4657474,3254098.45540796,3276725.33971502,0.5702940529,83.4055052338,23763,7363224,2003978.71428571,3086791.48338012,5539128,6463057.5,7386987,1306633.62957621,5483699,6423461.5,7363224,1329024.87290927,Non-VPN
172416,-1,-1,-1,-1,0,0,0,0,11.5998515219,498.7936154417,172416,172416,172416,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
172876,-1,-1,-1,-1,0,0,0,0,11.5689858627,497.4663920961,172876,172876,172876,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
6536525,27225,487,6104035,6101839,1619998,1619181.25,2991679.82079205,2991519.18217126,1.5298648747,207.4496770073,85,6044235,726280.555555555,1995730.96944206,6104035,6104035,6104035,0,6044235,6044235,6044235,0,Non-VPN
172631,-1,-1,-1,-1,0,0,0,0,11.5854047072,498.1724024074,172631,172631,172631,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
172399,-1,-1,-1,-1,0,0,0,0,11.6009953654,498.8428007123,172399,172399,172399,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
3196556,55145,1414,3084708,3064171,1065518.66666667,1040306.33333333,1748669.43123217,1752925.54985539,2.5026935239,361.0135408233,34,3064137,456650.857142857,1150053.33714556,3175985,3175985,3175985,0,3064137,3064137,3064137,0,Non-VPN
6871100,62474,58481,6736398,6812619,3399436,3435550,4719176.91752354,4775896.78086964,0.8732226281,130.1101715882,15948,6736398,1374220,2997594.17904913,6814820,6814820,6814820,0,6736398,6736398,6736398,0,Non-VPN
172527,-1,-1,-1,-1,0,0,0,0,11.5923884378,498.4727028233,172527,172527,172527,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
172001,-1,-1,-1,-1,0,0,0,0,11.627839373,499.9970930402,172001,172001,172001,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
13681623,26767,551,12688160,12685850,2280270.5,2270420.33333333,5107506.39405933,5112501.97703168,1.0232704117,156.2680100161,29,12628924,1052432.53846154,3484393.47843935,13568368,13600000,13568368,0,12628924,12600000,12628924,0,Non-VPN
172352,-1,-1,-1,-1,0,0,0,0,11.6041589306,498.9788340141,172352,172352,172352,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
172466,-1,-1,-1,-1,0,0,0,0,11.5964885833,498.6490090801,172466,172466,172466,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
55650,-1,-1,-1,-1,0,0,0,0,35.9389038634,2767.2955974843,55650,55650,55650,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
25162,-1,-1,-1,-1,0,0,0,0,79.4849376043,8027.9786980367,25162,25162,25162,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
180102,-1,-1,-1,-1,0,0,0,0,11.1048183807,477.5071903699,180102,180102,180102,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
179694,-1,-1,-1,-1,0,0,0,0,11.1300321658,478.5913831291,179694,179694,179694,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
2355848,713,76,1972638,2047794,261760.888888889,325615.714285714,642125.191845785,759805.420667733,7.6405608511,930.4505214258,44,1972638,138579.294117647,473258.505844225,2169338,2169338,2169338,0,1972638,1972638,1972638,0,Non-VPN
55,-1,-1,-1,-1,0,0,0,0,36363.6363636364,1454545.45454545,55,55,55,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
54959,-1,-1,-1,-1,0,0,0,0,36.3907640241,3675.4671664332,54959,54959,54959,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
14991194,1089173,13817292,13902021,13817292,7495597,13800000,9060051.70711244,0,0.3335291372,69.3740605318,29742,13817292,3747798.5,6731116.54451464,1118915,7495597,13872279,9017990.16734034,1089173,7453232.5,13817292,9000139.25664928,Non-VPN
172917,-1,-1,-1,-1,0,0,0,0,11.5662427639,497.3484388464,172917,172917,172917,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
171975,-1,-1,-1,-1,0,0,0,0,11.6295973252,500.0726849833,171975,171975,171975,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
0,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
172347,-1,-1,-1,-1,0,0,0,0,11.6044955816,498.9933100083,172347,172347,172347,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
172582,-1,-1,-1,-1,0,0,0,0,11.5886940701,498.3138450128,172582,172582,172582,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
14967597,26736,939,7359411,7429782,2485359.33333333,2485244,3118385.59234192,3133994.15677831,0.9353538848,134.6909594105,90,7359411,1151353.61538462,2376521.24268527,2304975,4970718.66666667,7431568,2569430.91224221,2277839,4900526.66666667,7359411,2544743.04140985,Non-VPN
13294618,18718,596,9759766,9760556,2209755.16666667,2206616.83333333,3920790.3209653,3932489.39770558,1.053057711,157.2064725741,34,9704857,1022662.92307692,2761328.91133095,3424253,6592009.5,9759766,4479884.20459542,3301048,6502952.5,9704857,4528176.76932333,Non-VPN
1170636,328131,322921,812607,826508,570369,574714.5,342576.264920674,356089.782615986,5.125419003,517.6673193034,15997,796610,234127.2,337754.213977339,-1,0,-1,0,-1,0,-1,0,Non-VPN
8365529,8291714,8365529,8291714,8365529,8291714,8365529,0,0,0.4781526667,80.8078006782,18984,8291714,2788509.66666667,4765948.45782724,8310698,8310698,8310698,0,8291714,8291714,8291714,0,Non-VPN
172421,-1,-1,-1,-1,0,0,0,0,11.5995151403,498.7791510315,172421,172421,172421,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
12043366,12043366,11813112,12043366,11813112,12000000,11800000,0,0,0.3321330598,31.635673947,58035,11813112,4014455.33333333,6754076.0915074,11985331,12000000,11985331,0,11813112,11800000,11813112,0,Non-VPN
13670385,19628,401,11343967,11344655,2273992.33333333,2269075,4522141.1994142,4527246.37748195,1.0241116106,160.639221207,91,11289317,1051568.07692308,3129395.54663301,2216230,6780098.5,11343967,6454284.72958728,2105178,6697247.5,11289317,6494166.96625976,Non-VPN
172162,-1,-1,-1,-1,0,0,0,0,11.6169654163,499.5295129006,172162,172162,172162,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
172393,-1,-1,-1,-1,0,0,0,0,11.6013991287,498.8601625356,172393,172393,172393,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
13743241,26192,1322,5231943,5234375,1368803.4,1368779,1764987.34147445,1768128.8847662,1.6007868886,212.0314997023,33,5177145,654440.047619048,1348997.57078799,1984043,3345965,5231943,1423796.8572678,1928516,3118779.25,5177145,1424750.0312134,Non-VPN
12982997,9327,482,5168849,5168990,1617127.375,1436407.11111111,2221313.98670751,2150087.75082326,1.4634525449,222.1366915513,28,5113476,721277.611111111,1627213.71797907,3744428,4290693.66666667,5223861,812065.376139035,3717845,4208260,5113476,784851.179677077,Non-VPN
172332,-1,-1,-1,-1,0,0,0,0,11.6055056519,499.0367430309,172332,172332,172332,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
5935273,13387,124,4249128,4325744,1175621.4,1187054.6,1829553.41438206,1865210.70030172,2.0218109597,300.2389275102,23,4249128,539570.272727273,1301457.46546936,1495667,2911437,4327207,2002201.13520071,1440375,2844751.5,4249128,1986088.29297781,Non-VPN
55417,-1,-1,-1,-1,0,0,0,0,36.0900084812,1551.8703646895,55417,55417,55417,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
55592,-1,-1,-1,-1,0,0,0,0,35.9763994819,2770.1827601094,55592,55592,55592,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
174037,-1,-1,-1,-1,0,0,0,0,11.491809213,494.1477961583,174037,174037,174037,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
35,35,-1,35,-1,35,0,0,0,57142.8571428571,2285714.28571429,35,35,35,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
10553,5,18,1547,1092,57.3532608696,217.2553191489,159.8398282647,234.2940337793,22079.0296598124,25600000,1,1092,45.4870689655,115.4620111662,-1,0,-1,0,-1,0,-1,0,Non-VPN
6373,22,-1,706,-1,138.5434782609,0,191.2920055856,0,7374.8627020242,294994.508080967,22,706,138.5434782609,191.2920055856,-1,0,-1,0,-1,0,-1,0,Non-VPN
3135,35,115,1914,1995,621.4,706,754.3510787425,873.955567139,3508.7719298246,391706.53907496,28,1758,313.5,517.7585773741,-1,0,-1,0,-1,0,-1,0,Non-VPN
198,-1,-1,-1,-1,0,0,0,0,10101.0101010101,404040.404040404,198,198,198,0,-1,0,-1,0,-1,0,-1,0,Non-VPN
3047,5,348,1959,1102,435.2857142857,803.6666666667,694.4794727674,400.8663534563,3938.2999671808,1094519.19921234,5,961,277,342.7216071391,-1,0,-1,0,-1,0,-1,0,Non-VPN
331,131,-1,200,-1,165.5,0,48.780118901,0,9063.4441087613,362537.764350453,131,200,165.5,48.780118901,-1,0,-1,0,-1,0,-1,0,Non-VPN
2807,24,102,1786,1851,556,630.25,712.9889550337,821.2120615286,3918.7744923406,459209.120057,24,1678,280.7,499.0681427532,-1,0,-1,0,-1,0,-1,0,Non-VPN
212,15,-1,15,-1,15,0,0,0,14150.9433962264,566037.735849057,15,197,106,128.6895489152,-1,0,-1,0,-1,0,-1,0,Non-VPN
3511,5,1126,2354,1241,501.5714285714,1183.5,848.0576547112,81.3111308493,3133.0105383082,987752.776986614,5,1241,351.1,437.9566061711,-1,0,-1,0,-1,0,-1,0,Non-VPN
680,27,-1,337,-1,226.6666666667,0,173.2334648194,0,5882.3529411765,235294.117647059,27,337,226.6666666667,173.2334648194,-1,0,-1,0,-1,0,-1,0,Non-VPN
2260,24,104,1302,1368,376.6666666667,625.3333333333,482.532140553,660.4277654167,4867.2566371682,599557.522123894,24,1195,226,352.3304951005,-1,0,-1,0,-1,0,-1,0,Non-VPN
241,241,-1,241,-1,241,0,0,0,12448.132780083,497925.31120332,22,219,120.5,139.296446473,-1,0,-1,0,-1,0,-1,0,Non-VPN
21196,5,454,19805,19216,2649.5,6758,6936.0880802613,10789.2051375437,613.3232685412,226363.46480468,5,19216,1766.3333333333,5498.3087620126,-1,0,-1,0,-1,0,-1,0,Non-VPN
436,19,-1,417,-1,218,0,281.4267222564,0,6880.7339449541,275229.357798165,19,417,218,281.4267222564,-1,0,-1,0,-1,0,-1,0,Non-VPN
